Unnamed: 0,video_url,timestamp,text,transcript,combined_text,classification,scores
10,https://www.tiktok.com/@hallierowe/video/7119890973999713582,1657728802,I was literally in the airport when the gun went off in november but go off ATL lol #fyp #guncontrol #leftist #anticapitalism #commietok,Could not understand audio,I was literally in the airport when the gun went off in november but go off ATL lol #fyp #guncontrol #leftist #anticapitalism #commietok Could not understand audio,opposed to gun regulation,"[0.7581318020820618, 0.1051054373383522, 0.13676278293132782]"
11,https://www.tiktok.com/@crookedmedia/video/7215284848058027306,1679939427,Don’t let anyone tell you this couldn’t have been stopped #nashville #guncontrol,aren't you guys tired of hovering this aren't you guys tired of being here and having to cover all of these mass shootings family vacation with my son visiting my sister-in-law I have been lobbying in DC since we survived a mass shooting in July I have met with over 130 lawmakers how is this still happening how are our children still dying and why are we failing them gun violence is the number one killer of children and teens are contributing to the Border prices,Don’t let anyone tell you this couldn’t have been stopped #nashville #guncontrol aren't you guys tired of hovering this aren't you guys tired of being here and having to cover all of these mass shootings family vacation with my son visiting my sister-in-law I have been lobbying in DC since we survived a mass shooting in July I have met with over 130 lawmakers how is this still happening how are our children still dying and why are we failing them gun violence is the number one killer of children and teens are contributing to the Border prices,in favor of gun regulation,"[0.0733114704489708, 0.8848296403884888, 0.041858870536088943]"
12,https://www.tiktok.com/@lidiaterrazas/video/7116146879397760262,1656857063,Second part of Uvalde city council meeting before Arredondo’s resignation #Uvalde #UvaldeStrong #RobbElementary #PeteArredondo #TexasNews #UvaldeTexas #Univision #Tiktoknews #Fyp #Parati #Guncontrol #AmerieJoGarza,you want you all to look at this not as a mayor not as a city council member look at it as a dad as a parent do don't do what you can do as a man go beyond that I know there's a limit on what you can do go beyond that what if it was your kid you what you can't say nothing nobody can't we understand that so do your part for us if you can't say something do something,Second part of Uvalde city council meeting before Arredondo’s resignation #Uvalde #UvaldeStrong #RobbElementary #PeteArredondo #TexasNews #UvaldeTexas #Univision #Tiktoknews #Fyp #Parati #Guncontrol #AmerieJoGarza you want you all to look at this not as a mayor not as a city council member look at it as a dad as a parent do don't do what you can do as a man go beyond that I know there's a limit on what you can do go beyond that what if it was your kid you what you can't say nothing nobody can't we understand that so do your part for us if you can't say something do something,opposed to gun regulation,"[0.5738231539726257, 0.114951491355896, 0.31122538447380066]"
13,https://www.tiktok.com/@thethinkingreatape/video/7220034647453945089,1681045409,#johnoliver #guncontrol #2ndadmendment,what if hypothetically speaking what is gun control could work which obviously can't so we know that it won't so that's not a problem but what if it could due to that time that it did OK Google hey Google,#johnoliver #guncontrol #2ndadmendment what if hypothetically speaking what is gun control could work which obviously can't so we know that it won't so that's not a problem but what if it could due to that time that it did OK Google hey Google,undefined,"[0.47480928897857666, 0.036917928606271744, 0.4882727563381195]"
14,https://www.tiktok.com/@genzfighting/video/7222811782136548650,1681691928,"""Ralph Yarl life matters"" #ralphyarl #RalphYarlKansascity #kansascity #kansascitymissouri #kansas #kansastiktok #kansascitychiefs  #blm  #georgefloyd #protest #police #voteblue #gunviolencesurvivour #guncontrol #foryoupage  #guncontrolsavesblacklives #guncontrolprotest  #democrats  #policebrutalitymuststop #blm✊🏻✊🏼✊🏽✊🏾✊🏿 #blacklivesmatter #fyp #schoolsafety #guncontrolmatters",Super Mario Bros games this is America,"""Ralph Yarl life matters"" #ralphyarl #RalphYarlKansascity #kansascity #kansascitymissouri #kansas #kansastiktok #kansascitychiefs  #blm  #georgefloyd #protest #police #voteblue #gunviolencesurvivour #guncontrol #foryoupage  #guncontrolsavesblacklives #guncontrolprotest  #democrats  #policebrutalitymuststop #blm✊🏻✊🏼✊🏽✊🏾✊🏿 #blacklivesmatter #fyp #schoolsafety #guncontrolmatters Super Mario Bros games this is America",in favor of gun regulation,"[0.07459040731191635, 0.890137791633606, 0.03527180850505829]"
15,https://www.tiktok.com/@supremedaeofficial/video/7107608408513219886,1654869043,"The recent tragedies been heavy on my mind, so I made a song. What ya think?? 🤔  #fypシ #trending #woketok #uvalde #buffalo #BlackTikTok #artist #music #guncontrol",Could not understand audio,"The recent tragedies been heavy on my mind, so I made a song. What ya think?? 🤔  #fypシ #trending #woketok #uvalde #buffalo #BlackTikTok #artist #music #guncontrol Could not understand audio",in favor of gun regulation,"[0.1457226276397705, 0.46467864513397217, 0.38959866762161255]"
16,https://www.tiktok.com/@hobbsylive/video/7214447802544442642,1679744532,"#donaldtrump, #trump, #trumpinterview, #politics, #samuelfisher, #fyp, #republican, #guncontrollaws, #guncontroldebate, #usa, #america, #president, #ukraine, #russia, #fypp, #viralnews, #fyppppppppppppppppppppppp, #russiagaspipeline, #nousa, #foryou, #news, #europe, #maga, #viral, #secondamendment, #guncontrol, #gun, #shooting, #uvalde, #gunlaws, #nra, #schoolshooting, #votered, #vote, #tragedy, #truth, #activeshooter, #listen, #piersmorgan, #putin, #interview, #piersuncensored, #china, #presidency, #oprah, #oprahwinfrey, #gop, #children, #saverhechildren, #putinmeme, #trumpmoments, #mrmaniscool, #gunviolence, #publichealth, #conservative, #liberal, #donaldtrumpjr, #righttobeararms, #gunrights, #trumpsaidthat, #yeah, #facepalm, #dueprocess, #insurrection, #january, #violence, #trumpsupporters, #trumpcoup, #weapons, #nationalrifleassociation, #kanyewest, #tashak",do you have a gun I have the license to have a gun control,"#donaldtrump, #trump, #trumpinterview, #politics, #samuelfisher, #fyp, #republican, #guncontrollaws, #guncontroldebate, #usa, #america, #president, #ukraine, #russia, #fypp, #viralnews, #fyppppppppppppppppppppppp, #russiagaspipeline, #nousa, #foryou, #news, #europe, #maga, #viral, #secondamendment, #guncontrol, #gun, #shooting, #uvalde, #gunlaws, #nra, #schoolshooting, #votered, #vote, #tragedy, #truth, #activeshooter, #listen, #piersmorgan, #putin, #interview, #piersuncensored, #china, #presidency, #oprah, #oprahwinfrey, #gop, #children, #saverhechildren, #putinmeme, #trumpmoments, #mrmaniscool, #gunviolence, #publichealth, #conservative, #liberal, #donaldtrumpjr, #righttobeararms, #gunrights, #trumpsaidthat, #yeah, #facepalm, #dueprocess, #insurrection, #january, #violence, #trumpsupporters, #trumpcoup, #weapons, #nationalrifleassociation, #kanyewest, #tashak do you have a gun I have the license to have a gun control",in favor of gun regulation,"[0.1756071001291275, 0.7589050531387329, 0.06548785418272018]"
17,https://www.tiktok.com/@piersmorganuncensored/video/7230910583078407451,1683577676,Piers Morgan asks #KariLake why #KinderEggs are illegal in America - but guns aren't. #PiersMorgan #guncontrol #trending #foryou #fyp #fy #foryoupage,Could not understand audio,Piers Morgan asks #KariLake why #KinderEggs are illegal in America - but guns aren't. #PiersMorgan #guncontrol #trending #foryou #fyp #fy #foryoupage Could not understand audio,undefined,"[0.3100603520870209, 0.29113394021987915, 0.39880573749542236]"
18,https://www.tiktok.com/@salemilese/video/7108142049391856942,1654993289,@March For Our Lives grateful to march with you today 💙 #guncontrol #nra  #endgunviolence,how's my body being burned before going in someone's hands I'll never understand how someone is pro-life all the way but they were made for an hour,@March For Our Lives grateful to march with you today 💙 #guncontrol #nra  #endgunviolence how's my body being burned before going in someone's hands I'll never understand how someone is pro-life all the way but they were made for an hour,in favor of gun regulation,"[0.37293776869773865, 0.5687373280525208, 0.05832495540380478]"
19,https://www.tiktok.com/@queenanntifa/video/6814192264928136453,1586552773,Eat👏 the👏 rich👏 #bernie2020 #eattherich #americanpolitics #canadian #himym #universalhealthcare #guncontrol #politics #mounties,Could not understand audio,Eat👏 the👏 rich👏 #bernie2020 #eattherich #americanpolitics #canadian #himym #universalhealthcare #guncontrol #politics #mounties Could not understand audio,in favor of gun regulation,"[0.32974883913993835, 0.422650009393692, 0.24760113656520844]"
20,https://www.tiktok.com/@jacob.arthur/video/7112070759371099398,1655908018,I’d be more than happy if we adopted these laws and regulations im the US #usa #guns #guncontrol #secondamendment #america #endgunviolence #germany,how would you feel if the US had gun laws and regulations like Germany's what are they and how are they different well to get a gun in Germany you need to get a Firearms permit or a waffle and to get that you need to fulfill all five of these requirements number one like in the US you have to be 18 years old in Germany but there is a catch that we're going to see later so in the US you can buy a gun before you can buy a beer and then Germany number two this one has parallels with laws in the US people with a criminal record so convicted felons cannot own or buy guns but in Germany breaking a rule for example the safe storage regulation can result in you losing your Firearms permit and therefore your God in Germany you are required to store your gun in a safe and you have to store the ammunition separately how do you enforce that well you could already lose your Firearms permit if you don't do that and important if someone else steals your gun or misuses it in any way you the owner of that gun all responsible which means you want a story only someone who is mentally and physically capable of handling of firearm is eligible to receive a Firearms permit and people under 25 have to get a psychological evaluation and people with a history of substance abuse or mental illness can be denied now before you have to take a training course and you have to pass an examination similar to how you would get a driver's license and number five Germany does not have a second amendment in Germany you need to have a valid reason to own a gun now those typically means it's for some sort of recreational activities like you're a member of a sports shooting club you are a hunter or you are a collector and generally to be a member of some sort of sport shooting Association you have to be 21 years old which generally means that most people can't get a gun until they're 21 not 18 but what about self defense is that a valid reason for anyone to get a Firearms permit for the vast majority of people know for only some people for example people whose jobs are dangerous like police officers soldiers security Personnel they can apply for what is called Avenged shine which is a carry permit that is different from which is a Firearms permit or Firearms position in the average person that will reduce and if you don't have the carry permit but have the Standard firearms permit which is most gun owners then you have to transport when you go to the shooting range or hunting area so for most gun owners there is no open or concealed carry so what effect does all this have on gun deaths per capita in Germany is considerably lower in Germany that in the US the suicide rate by firearm in Germany is much lower than the US and overall the death by firearm rate is 12 times higher in the US that in Germany but what about the overall homicide suicide rates do Germans just use other weapons and take their own lives is about 5 times so Americans regulations would you feel okay with,I’d be more than happy if we adopted these laws and regulations im the US #usa #guns #guncontrol #secondamendment #america #endgunviolence #germany how would you feel if the US had gun laws and regulations like Germany's what are they and how are they different well to get a gun in Germany you need to get a Firearms permit or a waffle and to get that you need to fulfill all five of these requirements number one like in the US you have to be 18 years old in Germany but there is a catch that we're going to see later so in the US you can buy a gun before you can buy a beer and then Germany number two this one has parallels with laws in the US people with a criminal record so convicted felons cannot own or buy guns but in Germany breaking a rule for example the safe storage regulation can result in you losing your Firearms permit and therefore your God in Germany you are required to store your gun in a safe and you have to store the ammunition separately how do you enforce that well you could already lose your Firearms permit if you don't do that and important if someone else steals your gun or misuses it in any way you the owner of that gun all responsible which means you want a story only someone who is mentally and physically capable of handling of firearm is eligible to receive a Firearms permit and people under 25 have to get a psychological evaluation and people with a history of substance abuse or mental illness can be denied now before you have to take a training course and you have to pass an examination similar to how you would get a driver's license and number five Germany does not have a second amendment in Germany you need to have a valid reason to own a gun now those typically means it's for some sort of recreational activities like you're a member of a sports shooting club you are a hunter or you are a collector and generally to be a member of some sort of sport shooting Association you have to be 21 years old which generally means that most people can't get a gun until they're 21 not 18 but what about self defense is that a valid reason for anyone to get a Firearms permit for the vast majority of people know for only some people for example people whose jobs are dangerous like police officers soldiers security Personnel they can apply for what is called Avenged shine which is a carry permit that is different from which is a Firearms permit or Firearms position in the average person that will reduce and if you don't have the carry permit but have the Standard firearms permit which is most gun owners then you have to transport when you go to the shooting range or hunting area so for most gun owners there is no open or concealed carry so what effect does all this have on gun deaths per capita in Germany is considerably lower in Germany that in the US the suicide rate by firearm in Germany is much lower than the US and overall the death by firearm rate is 12 times higher in the US that in Germany but what about the overall homicide suicide rates do Germans just use other weapons and take their own lives is about 5 times so Americans regulations would you feel okay with,in favor of gun regulation,"[0.009018899872899055, 0.9568373560905457, 0.034143734723329544]"
21,https://www.tiktok.com/@dailymail/video/7216641503941348654,1680255303,BREAKING: “Do you like dead children” students in Tennesse protested at the state Capitol  #fyp #protest #nashville #shooting #crime #crimetok #guncontrol,Could not understand audio,BREAKING: “Do you like dead children” students in Tennesse protested at the state Capitol  #fyp #protest #nashville #shooting #crime #crimetok #guncontrol Could not understand audio,opposed to gun regulation,"[0.7538749575614929, 0.20269888639450073, 0.04342608526349068]"
22,https://www.tiktok.com/@politicaltexan/video/7219368214348729642,1680890155,"March for our lives placed 1,000 body bags that said “thoughts and prayers” outside the capitol last year shortly after Uvalde. #uvalde #texas #marchforourlives #guncontrol #betoorourke #gregabbott #betofortexas #politicaltexan #politics #biden #trump #republican #democrat",Could not understand audio,"March for our lives placed 1,000 body bags that said “thoughts and prayers” outside the capitol last year shortly after Uvalde. #uvalde #texas #marchforourlives #guncontrol #betoorourke #gregabbott #betofortexas #politicaltexan #politics #biden #trump #republican #democrat Could not understand audio",in favor of gun regulation,"[0.24583911895751953, 0.6918683052062988, 0.06229255720973015]"
23,https://www.tiktok.com/@thegoodliars/video/7286511169408371999,1696523107,Talked to this gun advocate who says you can’t fight fire with water. #iowa #interview #fyp #guncontrol #hm #funny,Could not understand audio,Talked to this gun advocate who says you can’t fight fire with water. #iowa #interview #fyp #guncontrol #hm #funny Could not understand audio,in favor of gun regulation,"[0.24009588360786438, 0.6637462377548218, 0.09615785628557205]"
24,https://www.tiktok.com/@nevschulman/video/7102041813367786795,1653572969,Makes sense to me. #guncontrol #guns #gunviolece #commonsense (text source: unknown),how about we treat every young man who wants to buy a gun like every woman who wants to get an abortion a mandatory 48 hour waiting period parental permission a note from his doctor proving he understands what he's about to do a video he has to watch about the effects of gun violence and an ultrasound wind up the ass just because let's close down all but one gun shop in every state and make him travel hundreds of miles take time off of work and stay overnight in a strange town to get a gun let's make him walk through a lot of people holding photos of loved ones who were shot to death and people who call him a murderer and beg him not to buy a gun I mean it makes more sense to do this with young men and guns then with women and health care right I mean no woman getting an abortion has ever killed a room full of people and seconds right,Makes sense to me. #guncontrol #guns #gunviolece #commonsense (text source: unknown) how about we treat every young man who wants to buy a gun like every woman who wants to get an abortion a mandatory 48 hour waiting period parental permission a note from his doctor proving he understands what he's about to do a video he has to watch about the effects of gun violence and an ultrasound wind up the ass just because let's close down all but one gun shop in every state and make him travel hundreds of miles take time off of work and stay overnight in a strange town to get a gun let's make him walk through a lot of people holding photos of loved ones who were shot to death and people who call him a murderer and beg him not to buy a gun I mean it makes more sense to do this with young men and guns then with women and health care right I mean no woman getting an abortion has ever killed a room full of people and seconds right,in favor of gun regulation,"[0.014525231905281544, 0.8693107962608337, 0.1161639541387558]"
25,https://www.tiktok.com/@thedailyshow/video/7104683757218565422,1654188093,Other countries consume American media the same way the U.S. does…so why is the gun crisis only here? #DailyShow #GunControl #TrevorNoah,Could not understand audio,Other countries consume American media the same way the U.S. does…so why is the gun crisis only here? #DailyShow #GunControl #TrevorNoah Could not understand audio,in favor of gun regulation,"[0.23564718663692474, 0.6098605394363403, 0.15449219942092896]"
26,https://www.tiktok.com/@.mynameisnotdave/video/7114100283080199429,1656380555,#stitch with @himedia.sg #massshooting #massstabbing #gun #guncontrol #fyp,256 people have been killed in Mass shooter attacks in the United States of America to get that same death toll from British massacres and I've included stabbings shootings bombings arsons all sorts of methods would you like to get how many months I have to go back to get the same death toll know you're wrong it's 180 years you have to go back to the press and strike of 18424 has experience in the first five months of this year put you might be interested,#stitch with @himedia.sg #massshooting #massstabbing #gun #guncontrol #fyp 256 people have been killed in Mass shooter attacks in the United States of America to get that same death toll from British massacres and I've included stabbings shootings bombings arsons all sorts of methods would you like to get how many months I have to go back to get the same death toll know you're wrong it's 180 years you have to go back to the press and strike of 18424 has experience in the first five months of this year put you might be interested,opposed to gun regulation,"[0.5114930272102356, 0.27468088269233704, 0.21382607519626617]"
27,https://www.tiktok.com/@yesmikesaidit/video/7249714103969959214,1687955631,#childprotection #gunsafety #guncontrol #gunlaw #fyp #concealedcarry #foryoupage #foryou #firearmtraining #concealedcarry,if your son wasn't supposed to have access to the gun but he had access to the gun and y'all went to training together and y'all continuously get training could you see this being a tactic him come into the other door while mom is engaged in that hey Mama let's go today how many authority of their son's life OK Google,#childprotection #gunsafety #guncontrol #gunlaw #fyp #concealedcarry #foryoupage #foryou #firearmtraining #concealedcarry if your son wasn't supposed to have access to the gun but he had access to the gun and y'all went to training together and y'all continuously get training could you see this being a tactic him come into the other door while mom is engaged in that hey Mama let's go today how many authority of their son's life OK Google,undefined,"[0.3759748041629791, 0.18999452888965607, 0.4340306222438812]"
28,https://www.tiktok.com/@themamadentist/video/7111857172148948267,1655858284,😢 I feel helpless. #MomsofTikTok #guncontrol #uvaldestrong #prektips,Could not understand audio,😢 I feel helpless. #MomsofTikTok #guncontrol #uvaldestrong #prektips Could not understand audio,in favor of gun regulation,"[0.2629198729991913, 0.7073408961296082, 0.02973920851945877]"
